split_type,target,representation,repeat,fold,cv_cycle,auc
chemical,is_active_and_toxic,Morphology,3,3,3_3,0.9687220489103165
chemical,is_active_and_toxic,PhysChem,3,3,3_3,0.6843544798097689
chemical,is_active_and_toxic,LogP,3,3,3_3,0.6116052924365715
chemical,is_active_and_toxic,MorganFP,3,3,3_3,0.5695068609699165
chemical,is_active_and_toxic,CLOOME,3,3,3_3,0.8828508475315778
chemical,is_active_and_toxic,CellCLIP,3,3,3_3,0.7380123911952704
chemical,is_active_and_toxic,MLP_CLOOME_arch,3,3,3_3,0.5032395994677021
chemical,is_active_and_toxic,Morphology,3,4,3_4,0.9664631003916719
chemical,is_active_and_toxic,PhysChem,3,4,3_4,0.710837649453721
chemical,is_active_and_toxic,LogP,3,4,3_4,0.5783697948876521
chemical,is_active_and_toxic,MorganFP,3,4,3_4,0.5456333101422388
chemical,is_active_and_toxic,CLOOME,3,4,3_4,0.8540748685837971
chemical,is_active_and_toxic,CellCLIP,3,4,3_4,0.7569235080395795
chemical,is_active_and_toxic,MLP_CLOOME_arch,3,4,3_4,0.4675791718202432
chemical,is_active_not_toxic,Morphology,3,0,3_0,0.7860706693194004
chemical,is_active_not_toxic,PhysChem,3,0,3_0,0.5110396277908968
chemical,is_active_not_toxic,LogP,3,0,3_0,0.5277431724132231
chemical,is_active_not_toxic,MorganFP,3,0,3_0,0.5436254852498508
chemical,is_active_not_toxic,CLOOME,3,0,3_0,0.697418956302205
chemical,is_active_not_toxic,CellCLIP,3,0,3_0,0.6039328222069339
chemical,is_active_not_toxic,MLP_CLOOME_arch,3,0,3_0,0.5177499695266192
