split_type,target,representation,repeat,fold,cv_cycle,auc
chemical,is_active,CellCLIP,3,1,3_1,0.7488134355604236
chemical,is_active,CellCount,3,1,3_1,0.8496359174070016
chemical,is_active,MLP_CLOOME_arch,3,1,3_1,0.7906296904790879
chemical,is_active,Morphology,3,2,3_2,0.8820010314595151
chemical,is_active,PhysChem,3,2,3_2,0.7657784654174545
chemical,is_active,LogP,3,2,3_2,0.6480402269210934
chemical,is_active,MorganFP,3,2,3_2,0.6871096212251447
chemical,is_active,CLOOME,3,2,3_2,0.6645120623459974
chemical,is_active,CellCLIP,3,2,3_2,0.7194945848375452
chemical,is_active,CellCount,3,2,3_2,0.8260730044123545
chemical,is_active,MLP_CLOOME_arch,3,2,3_2,0.734851870952954
chemical,is_active,Morphology,3,3,3_3,0.9225936605742981
chemical,is_active,PhysChem,3,3,3_3,0.7542677645356168
chemical,is_active,LogP,3,3,3_3,0.6322732904272699
chemical,is_active,MorganFP,3,3,3_3,0.7004561053427917
chemical,is_active,CLOOME,3,3,3_3,0.665521834946879
chemical,is_active,CellCLIP,3,3,3_3,0.7145778284561493
chemical,is_active,CellCount,3,3,3_3,0.8537064041137193
chemical,is_active,MLP_CLOOME_arch,3,3,3_3,0.7299302685100924
chemical,is_active,Morphology,3,4,3_4,0.8969440699432121
chemical,is_active,PhysChem,3,4,3_4,0.767143645054541
chemical,is_active,LogP,3,4,3_4,0.6039802671896065
