split_type,target,representation,repeat,fold,cv_cycle,auc
chemical,is_active_and_toxic,Morphology,1,3,1_3,0.9851863569801117
chemical,is_active_and_toxic,PhysChem,1,3,1_3,0.738970983845085
chemical,is_active_and_toxic,LogP,1,3,1_3,0.6091506505476202
chemical,is_active_and_toxic,MorganFP,1,3,1_3,0.6974760576954566
chemical,is_active_and_toxic,CLOOME,1,3,1_3,0.6348222514889377
chemical,is_active_and_toxic,CellCLIP,1,3,1_3,0.6697345059253401
chemical,is_active_and_toxic,CellCount,1,3,1_3,0.9855898789667966
chemical,is_active_and_toxic,MLP_CLOOME_arch,1,3,1_3,0.7065681683142839
chemical,is_active_and_toxic,Morphology,1,4,1_4,0.9803048144360779
chemical,is_active_and_toxic,PhysChem,1,4,1_4,0.7264637898721131
chemical,is_active_and_toxic,LogP,1,4,1_4,0.6239023799604506
chemical,is_active_and_toxic,MorganFP,1,4,1_4,0.7096092753842747
chemical,is_active_and_toxic,CLOOME,1,4,1_4,0.6244868400364046
chemical,is_active_and_toxic,CellCLIP,1,4,1_4,0.6722645145222691
chemical,is_active_and_toxic,CellCount,1,4,1_4,0.9827726303974328
chemical,is_active_and_toxic,MLP_CLOOME_arch,1,4,1_4,0.711794042811055
chemical,is_active_not_toxic,Morphology,1,0,1_0,0.8590710345542077
chemical,is_active_not_toxic,PhysChem,1,0,1_0,0.69951471244294
chemical,is_active_not_toxic,LogP,1,0,1_0,0.6598340899047925
chemical,is_active_not_toxic,MorganFP,1,0,1_0,0.6430564923134172
chemical,is_active_not_toxic,CLOOME,1,0,1_0,0.6174944552156915
chemical,is_active_not_toxic,CellCLIP,1,0,1_0,0.6544954510568392
chemical,is_active_not_toxic,CellCount,1,0,1_0,0.483319925068768
chemical,is_active_not_toxic,MLP_CLOOME_arch,1,0,1_0,0.6506455524381194
chemical,is_active_not_toxic,Morphology,1,1,1_1,0.8701679142115317
chemical,is_active_not_toxic,PhysChem,1,1,1_1,0.7005373569166036
chemical,is_active_not_toxic,LogP,1,1,1_1,0.6565894996633332
chemical,is_active_not_toxic,MorganFP,1,1,1_1,0.662177775798241
chemical,is_active_not_toxic,CLOOME,1,1,1_1,0.6306288202513604
chemical,is_active_not_toxic,CellCLIP,1,1,1_1,0.6660438112255459
chemical,is_active_not_toxic,CellCount,1,1,1_1,0.4951045763107081
chemical,is_active_not_toxic,MLP_CLOOME_arch,1,1,1_1,0.6686999420985478
chemical,is_active_not_toxic,Morphology,1,2,1_2,0.8535349462020357
chemical,is_active_not_toxic,PhysChem,1,2,1_2,0.7058565165015527
chemical,is_active_not_toxic,LogP,1,2,1_2,0.6712424260326153
chemical,is_active_not_toxic,MorganFP,1,2,1_2,0.6479542903523259
chemical,is_active_not_toxic,CLOOME,1,2,1_2,0.6390121928353287
chemical,is_active_not_toxic,CellCLIP,1,2,1_2,0.6607874614398694
chemical,is_active_not_toxic,CellCount,1,2,1_2,0.4889064976228209
chemical,is_active_not_toxic,MLP_CLOOME_arch,1,2,1_2,0.6602210994870635
chemical,is_active_not_toxic,Morphology,1,3,1_3,0.8651194860192046
chemical,is_active_not_toxic,PhysChem,1,3,1_3,0.7126234751976708
chemical,is_active_not_toxic,LogP,1,3,1_3,0.6703438372057553
chemical,is_active_not_toxic,MorganFP,1,3,1_3,0.6578675960900267
chemical,is_active_not_toxic,CLOOME,1,3,1_3,0.6275590435228049
chemical,is_active_not_toxic,CellCLIP,1,3,1_3,0.6698488056657379
chemical,is_active_not_toxic,CellCount,1,3,1_3,0.48753664416738457
chemical,is_active_not_toxic,MLP_CLOOME_arch,1,3,1_3,0.6407877588758563
chemical,is_active_not_toxic,Morphology,1,4,1_4,0.8647434259511111
chemical,is_active_not_toxic,PhysChem,1,4,1_4,0.7028293618412558
chemical,is_active_not_toxic,LogP,1,4,1_4,0.6644495822446417
chemical,is_active_not_toxic,MorganFP,1,4,1_4,0.6570662611376243
chemical,is_active_not_toxic,CLOOME,1,4,1_4,0.6228857402690889
chemical,is_active_not_toxic,CellCLIP,1,4,1_4,0.665837200420915
chemical,is_active_not_toxic,CellCount,1,4,1_4,0.48796655759144325
chemical,is_active_not_toxic,MLP_CLOOME_arch,1,4,1_4,0.6577845915448843
chemical,is_active,Morphology,2,0,2_0,0.9510262508616909
chemical,is_active,PhysChem,2,0,2_0,0.8015816689897793
chemical,is_active,LogP,2,0,2_0,0.7148517829188805
chemical,is_active,MorganFP,2,0,2_0,0.7634828288014464
chemical,is_active,CLOOME,2,0,2_0,0.668418191851929
chemical,is_active,CellCLIP,2,0,2_0,0.737061238579414
chemical,is_active,CellCount,2,0,2_0,0.8453768603853937
chemical,is_active,MLP_CLOOME_arch,2,0,2_0,0.7585117623026835
chemical,is_active,Morphology,2,1,2_1,0.9406187510771766
chemical,is_active,PhysChem,2,1,2_1,0.792058482130806
chemical,is_active,LogP,2,1,2_1,0.7073670582225702
chemical,is_active,MorganFP,2,1,2_1,0.7719302799309776
chemical,is_active,CLOOME,2,1,2_1,0.6673790395425088
chemical,is_active,CellCLIP,2,1,2_1,0.734964481719662
chemical,is_active,CellCount,2,1,2_1,0.8458400732583999
chemical,is_active,MLP_CLOOME_arch,2,1,2_1,0.7545304755358889
chemical,is_active,Morphology,2,2,2_2,0.9470175145691713
chemical,is_active,PhysChem,2,2,2_2,0.7990756384187548
chemical,is_active,LogP,2,2,2_2,0.7128437335951465
chemical,is_active,MorganFP,2,2,2_2,0.7691228677843562
chemical,is_active,CLOOME,2,2,2_2,0.6720921047385523
chemical,is_active,CellCLIP,2,2,2_2,0.7523901248596242
chemical,is_active,CellCount,2,2,2_2,0.8558364315664267
chemical,is_active,MLP_CLOOME_arch,2,2,2_2,0.7503513545840559
chemical,is_active,Morphology,2,3,2_3,0.9456701943851683
chemical,is_active,PhysChem,2,3,2_3,0.7879553977755066
chemical,is_active,LogP,2,3,2_3,0.6932464137451189
chemical,is_active,MorganFP,2,3,2_3,0.7508807505750991
chemical,is_active,CLOOME,2,3,2_3,0.6625720330378216
chemical,is_active,CellCLIP,2,3,2_3,0.7342020437241789
chemical,is_active,CellCount,2,3,2_3,0.8545762826125313
chemical,is_active,MLP_CLOOME_arch,2,3,2_3,0.7415354938528478
chemical,is_active,Morphology,2,4,2_4,0.9447628391187107
chemical,is_active,PhysChem,2,4,2_4,0.8039696971710826
chemical,is_active,LogP,2,4,2_4,0.7290874718179869
chemical,is_active,MorganFP,2,4,2_4,0.769138016684084
chemical,is_active,CLOOME,2,4,2_4,0.6761494190808636
chemical,is_active,CellCLIP,2,4,2_4,0.73758184621468
chemical,is_active,CellCount,2,4,2_4,0.8536362896271916
chemical,is_active,MLP_CLOOME_arch,2,4,2_4,0.750820227416592
chemical,is_active_and_toxic,Morphology,2,0,2_0,0.9768389504324914
chemical,is_active_and_toxic,PhysChem,2,0,2_0,0.7382570897770174
chemical,is_active_and_toxic,LogP,2,0,2_0,0.6201784457902796
chemical,is_active_and_toxic,MorganFP,2,0,2_0,0.7119880116434671
chemical,is_active_and_toxic,CLOOME,2,0,2_0,0.622232549744552
chemical,is_active_and_toxic,CellCLIP,2,0,2_0,0.6732934296264618
chemical,is_active_and_toxic,CellCount,2,0,2_0,0.9791221184488252
chemical,is_active_and_toxic,MLP_CLOOME_arch,2,0,2_0,0.7094083824225953
chemical,is_active_and_toxic,Morphology,2,1,2_1,0.9807947143582861
chemical,is_active_and_toxic,PhysChem,2,1,2_1,0.7197625221535712
chemical,is_active_and_toxic,LogP,2,1,2_1,0.5841092983833693
chemical,is_active_and_toxic,MorganFP,2,1,2_1,0.7213543251665171
chemical,is_active_and_toxic,CLOOME,2,1,2_1,0.6285850218055621
chemical,is_active_and_toxic,CellCLIP,2,1,2_1,0.6637300316552762
chemical,is_active_and_toxic,CellCount,2,1,2_1,0.9828942190704207
